user,text,sentiment
i*****t,"Kualitas Suara: oke
Warna: oke
Desain: menarik, compact
Sudah jadi incaran sejak lama. Kemarin recommend ke temen kantor, terus giliran aku yang beli sekarang 🤭",Negative
s*****3,"Kualitas Suara: bagus, bassnya juga bagus
Warna: love, cantik banget
Desain: bagus cantik banget",Positive
n*****8,"Kualitas Suara: kualitas suara yang dihasilkan jernih
Warna: sesuai dengan ekspektasi
Desain: bagus dan sederhana",Positive
,"Kualitas Suara: sangat jernih
Warna: warna biru dan aesuai
Desain: sederhana tapi mewah
bagus dan sesuai ekspektasi design elegan",Positive
h*****1,"Kualitas Suara: bagus
Warna: menarik
Desain: menarik
Bagus suara juga ngebas pokoknya rekomend terimakasih banyakkk",Positive
,Desain & warna keren & menarik. Suara jernih. Bass ada tapi biasa saja. Kualitas barang sangat bagus.,Positive
,"Kualitas Suara: Lumayan bagus
Warna: Sesuai pesanan
Desain: Cocok buat santai
Semuanya sesuai bagus dan berfungsi dengan baik serta tahan lama.. Hanya saja salah pilih model😅 model yang ini tangkai terlalu panjang jadi gak bisa di pake kalo lagi pake helm😁",Neutral
,"Kualitas Suara: jernih banget
Warna: bagus
Desain: oke
udah seminggu lebih make ini aman2 aja kok, suaranya jernih, bass nya bagus, mungkin di mic nya yg agak kecil, tapi untuk kualitas suara oke banget!",Positive
b*****2,"Dpt diskon 6.6 jd lumayan harganya. Sudah dites lari 1 jam hanya berkurang baterai 10%.
Warna sesuai dan suara jernih, bas juga lumayan",Positive
n*****a,"Kualitas Suara: bagus sih segini mah
Warna: hitam
Desain: simple, tidak tebal
Baseus tuh beneran pilihan terbaik kalau budget ngepress tapi butuh tws. Ngecharge cukup seminggu sekali, daya baterai dan waktu playmya juga 2 jam masih aman banget. Dari segi suara juga lumayan, walau bass nya ga kenceng. Buat sehari-hari denger lagu oke banget lah",Positive
,"Kualitas Suara: sangat jelas dan mantap
Warna: hitam sesuai ekspektasi
Desain: simple tapi elegan
barang sampai dengan cepat dan tepat. terima kasih seller",Positive
i*****a,"Kualitas Suara: jernih
Warna: putih
Desain: Compact simpel mudah dibawa
Pengiriman cepat kualitas terbaik",Positive
,"Kualitas Suara: belum sy tes
Warna: bagus
Desain: bagus
barangnya benar masih segel semoga barangnya bisa di gunakan krn sy blm tes dan semoga awet barangnya bang biar sy beli lg ya",Positive
f*****_,"Kualitas Suara: jernih
Warna: sesuai yg aku mau
Desain: lucu
Yeay udh dateng, cepet bgt sampenya",Positive
j*****9,"Kualitas Suara: Lumayan jernih
Warna: kalem elegan
Desain: mungil lucu
Akhirnya yg ditunggu tunggu dtg juga, pairing Bluetooth nya gampang bgt, suara jernih dan bass nya lumayan meski ga powerful bgt, overall saya puas dgn produk ini, terimakasih Baseus, semoga awet ini brgnya",Positive
,"Kualitas Suara: jernih dan bas oke
Warna: lucu soft pink
Desain: nyaman
Like so much!!! Gaada yg cacat, semua lengkap ada kabel charger juga. Mantap and Thxu",Positive
t*****w,"Kualitas Suara: bagus sesuai harga
Warna: sesuai ekspektasi
Desain: bagus minimalis dan simple
ada harga ada kualitas, tapi untuk harga segini menurut saya sangat bagus suaranya, jernih",Positive
n*****3,"Kualitas Suara: bass
Warna: sesuai
Desain: bagus
Baseus ke 3 ku, awet banget baterai nya, pemakaian sehari -+2 jam dan bisa sampe -+1bln🥹",Positive
,"Kualitas Suara: standar
Warna: hitam
Desain: minimalis
Pemakaian pertama lumayan, suaranya pas engga gede banget walau volume handphone full",Positive
,"Kualitas Suara: bagus
Warna: white
Desain: timeless
Bagus sih, suara oke, ga ada komplenan tapi kalo dipake bareng sama helm sakit gaiss, mending cari yg model lain",Neutral
t*****3,"Kualitas Suara: bagus
Warna: bagus banget dan sesuai ekspetasi
Desain: cool
Sengaja baru menilai karena ingin mengetahui kualitasnya, ternyata bagus sekali. Pernah juga salah satu earphone tidak berfungsi, tapi setelah diletakkan kembali ke tempatnya, akhirnya berfungsi lagi. Pokoknya best laa baseus yg type ini.",Positive
a*****n,"Akhirnya yg ditunggu"" datang juga. Berfungsi dengan baik suara jernih dan yg pasti warna pink soft jadi makin lovvv",Positive
l*****g,"Kualitas Suara: sedang
Warna: putih bersih
Desain: simple dan mewah
Uda pernah beli disini sebelumnya bowie wm02 tp krn jarang pakai rusak sebelah jd coba beli ini yg harganya lebih murah , buat suara masih biasa aja dibanding wm02 yg bass nya enak di telinga tp yg ini masih oke lah  wlpn kurang bass tapi ya sesuai harga lah 
Next mau beli disni lagi yang bass nya lebih nampol",Positive
k*****2,"Kualitas Suara: jernih dan ngebass
Warna: sangat menarik dan soft atau warna macaron
Desain: imut dan bagus",Positive
,"klo soal kualitas udh oke, tapi kecewa sih order wrna pink yg dikirim putih ga dpt info dri penjual, pas di tnyain baru jwb katanya kosong",Neutral
j*****n,"Kualitas Suara: bersih dan jernih
cakep sukak sm body nya, tp untuk kualitas suaranya masih okean encok!! semoga selalu awet baik batre dan kegunaan nya",Positive
,"Kualitas Suara: bagus
Warna: bagus
Desain: elegan
Aku suka banget sm warna pinknya cocok sm warna hp aku, semoga awet yaa",Positive
,"Kualitas Suara: jernih dan bassnya oke banget
Warna: Warna sesuai dengan deskripsi
Desain: Oke, meski belum terbiasa karena punya yang versi lamanya
Overall baseus bukan merk abal-abal, kualitas mantap harga juga affordable. meski kalau bluetooth konek disatu perangkat dan ingin diaktifkan di perangkat lain harus hapus dulu..

semoga awet dari kualitas dan baterainya",Positive
a*****8,"Kualitas Suara: memuaskan kurang ngbass
Warna: bagus
Desain: keren
Not bad harga segitu",Neutral
a*****b,"Kualitas Suara: suara bass nya mantul
Warna: hitam
Desain: keren
Gak perlu diraguin lagi klo basseus mah Pengemasan agak lama, pengiriman ok, host live keren bgt, sukses trus untuk basseus",Positive
b*****n,"Kualitas Suara: suaranya jernih
Warna: bagus sesuai sama gambarnya
Desain: keren dan menarik
terima kasih",Positive
a*****k,"Kualitas Suara: besar dan jernih
Warna: warna pinkyy soft lucuuuk
Desain: desain kekinian
baterainya awettttt bgtttt tahan lamaa
ngecasnya juga cepet 
pokoknya worth it bgtt buat yg mager ngecas²",Positive
,"Kualitas Suara: bass oke banget
Warnq pink nya cantik dan soft banget..sukak kecil imut compact banget dibawa kemana mana sukak poll..smoga awet deh.makasih",Positive
f*****a,"Kualitas Suara: oke
Warna: putih
Desain: sesuai
Barang bagus, datang kondisi 40%, suara jernih, isi lengkap ada kartu garansi dan buku panduan",Negative
s*****1,"Kualitas Suara: ngebass bgt
Warna: pink dan hitam
Desain: elegan bagus
kesekian kali beli disini karna tws sering hilang🥹🙏🏻 terimakasih kakk🤏🏻",Positive
w*****e,"Kualitas Suara: bagus
Warna: sesuai pesanan
Desain: sederhana bagus
Sesuai pesanan, berfungsi dan cepat sampai.terimakasih",Positive
,"aku udah pernah make product baseus yang lainnya dan beneran worth it, untuk yang ini dapet rekomendasi jadi aku belum bisa review. cuma aku percaya kok product dari baseus pasti worth it to try especially tws and headphone",Positive
b*****e,"warnanya cantikk poll🤩 suara nya juga jelas, bass mantep terus baterainya awett",Positive
n*****a,"Kualitas Suara: ok normal
Desain: sederhana
Bisa masuk, semoga batre awet seharian. Agak sedih series ini belum support aplikasi baseus",Neutral
r*****a,"Kualitas Suara: lumayan bersih
Warna: sangat menarik dan lucu
Desain: imut dan menarik perhatian",Positive
,"Kualitas Suara: oke sesuai hatga
Warna: lucu
Desain: oke sih mantap
Mantap rekomen sih sip mantap yg mau beli oke gass",Positive
,"Kualitas Suara: bagus
Warna: okay
Desain: menarik
Earphone wireless ini sangat menarik dan bagus. Overall kualitas produk ini okay banget. Namun kenyamanan di telinga kurang okay karena mudah jatuh jika lagi olahraga, mungkin karena tidak cukup besar kepala earphone dan tidak ada karet.",Positive
n*****9,"Kualitas Suara: suara bagus, tapi agak kecil, pdhl vol hp udah poll
Warna: soft
Desain: ringan
Suara bagus, tapi agak kecil, pdhl vol hp udah poll, blm nemu problem nya dimana, tapi cukup puas lah, harga jg g mahal",Positive
j*****u,"Kualitas Suara: bersih dan jernih
Warna: warna produk sesuai
Desain: bagus dan menarik
Warna bagus, suara jernih, harga pas",Positive
b*****1,"Kualitas Suara: sesuai harga tidak terlalu kencang dan tidak terlalu ngebass
Warna: lucu bgt pink
Desain: simple
pengiriman cepet packing oke,untuk kualitas nya yg series ini sy kurang suka karna suara terlalu pelan",Positive
i*****a,"Kualitas Suara: belum q cba
Warna: pink kiyowo
Desain: cantik
Barang ori, masih tersegel, ada kartu garansi
Mantaaapp tokonya..jangan ragu deh beli disini..brang juga sesuai pesanan",Positive
,Suara sih biasa aja ga terlalu bagus ga sebagus redmi. Tapi ini lebih besar pot nya jdi ga gampang jatuh soalnya sering ilang ginianku. Udah dapet charger jug lumayan,Positive
a*****e,"Kualitas Suara: jernih dan bassnya enak
Warna: hitamm
Desain: keren ditambah stiker jadi lebih keren
Okee banget earphonenyaa, gak nyesel buat beliii",Positive
,"Kualitas Suara: jernih ngebas
Warna: pink cantik
Desain: lucu bgt
Suaranya wow. Sangat bagus dan jernihh. Sukak bgttt",Positive
s*****y,"Sepadan dengan Harga: ya
pesanan diterima dengan baik, ga ada kurang atau lecet sedikitpun. pengiriman juga cepat ya. kualitas suara oke. terimakasih ya",Positive
,"B aja, sesuai lah ya dgn harganya. Tapi warnanya pink soft lucu. Lumayan deh yaa",Positive
,"Kualitas Suara: puas bgt sama suaranya
Warna: warna sesuai cutee bgt aslii💗
Desain: cakep
pokonya ngga ngecewaiinn samsekk💗",Positive
c*****f,"Kualitas Suara: Bass bagus
Warna: Putih bersih, cantik
Desain: Menarik
Bagus sekali, ramping gampang dibawa kemana mana, suaranya bagus, nyaman dipakai suka sekalii",Positive
,"Kualitas Suara: jelas dan ngebas
Warna: putih
Desain: elegan
Kualitas produk mantap, desain ramping dan minimalis sehingga tidak banyak makan tempat. Kualitas suara juga ok 👍",Positive
,"Kualitas Suara: ya bagus suaranya
Warna: hitam
Desain: lucu simple
Makasih kakak...sudah sampai dengan aman",Positive
,"Kualitas Suara: jelass, bass nya jugaa enak
Warna: pink lucuuu
Desain: lucuuu, elegant",Positive
a*****e,"Kualitas Suara: suara bagus
Warna: hitam
Desain: sederhana
Alhamdulillah paketan ku sudah mendarat dengan selamat barsng sesuai yg di order",Positive
i*****n,"Kualitas Suara: bassanya bagus
Warna: sesuai ekspektasi dan menarik
Desain: menarik dan cantik
Barang basseus the best tau produk ini dr Wang yibo hhe",Positive
f*****7,"Kualitas Suara: Jernih
Warna: menarik
Desain: Bagus
Suaranya jernih, bass-nya oke banget, terus packaging-nya juga aman. Kekurangannya, mungkin cuma di bentukannya aja yang rada bikin ga nyaman di telinga, karena rada gede kali ya(?), but overall semuanya oke kok. 👍",Positive
,"Kualitas Suara: bass menggelar dan treble seimbang
Warna: putih
Desain: bagus dan penutup magnetic
- Kurang cocok untuk saya yang skin type oily, mudah lepas dari kuping, saya cocoknya yang type Ear Buds. Salah beli 😔 sebelumnya saya pakai Redmi earbuds tapi baterai rusak sebab sering jatuh ke lantai.
 
- Bass kurang terasa dan tidak bisa meredam kebisingan jika suasana luar sangat ramai (memang bukan ANC). Namun saat suasana tenang bass sangat terasa dan vocal jelas.",Positive
,"Kualitas Suara: jernih
Warna: hitam
Desain: imut dan elegan
Dipake nyaman suara ngebass rekomended beli disini jgn ragu ya ,",Positive
c*****a,"Kualitas Suara: baik
Warna: sesuai
Desain: lebih bagus dari yg versi lama
Gak pernah mengecewakan, sudah sering beli disini. Tolong kasih FS tiap hari ya. Hehehe 😁",Positive
r*****t,"Kualitas Suara: belum dicoba sih.. semoga baik, bermanfaat dan awet
Warna: sesuai request
Desain: menarik",Positive
,"Kualitas Suara: oke
Warna: bagus sekali, warnanya soft
Desain: minimalis dan elegan. sempat bingung pertama kali pemakaian tapi akhirnya bisa juga. pengalaman pertama pemakaian cukup baik.",Positive
a*****i,"Kualitas Suara: jernih, bagus dan suaranya besar bgtt, walaupun volumenya kecil
Warna: lucuu gamas (pink)
Desain: lucu
jujur agk kaget waktu nyobain earphones nya, karena emang suaranya sebesar itu, walaupun volumenya kecill🤏 sukaa poll dan worth it to buy sih‼️warna nya juga gemashh🩷🩷 Thank u😻",Positive
,"Kualitas Suara: bagus
Warna: lucu birunya soft
Desain: minimalis
Kualitas bagus, desain dan warna lucu",Positive
,"Kualitas Suara: standart
Warna: imuttt
Desain: standart
Semoga aja awet baru pertama kali cba mrek ini,dpat stiker nya yg imut",Positive
a*****o,"Warna: pink
Modelnya lucu, imut, warna juga bagus. Tp suaranya agak sember, ga stereo gitu. Kemahalan sih dg kualitas kayak gini. Makasi seller.",Positive
f*****i,"Kualitas Suara: ok, bagus
Warna: sangat menarik dan lucu
Desain: menarik dan desain yang bagusss",Positive
m*****0,"Kualitas Suara: bagus
Warna: pink
Desain: menarik
Bagus barang nya, bahan tebal, pengiriman cepat",Positive
,"Kualitas Suara: kecil
Warna: pink
Desain: lucu
Produk: Kualitas buruk
untuk ketahanan batre nya aman tapi gatau kenapa di aku ini suara kecil bgt bahkan aku full volum hp or laptop pas pake ini tetap kecil, terus pas di pake telponan malah jadi putus putuh suara ku dan suara dari lawan bicaranya jadi kecil bgt padahal volum nya uda max bgt:(",Neutral
,"Kualitas Suara: Bagus suara nya gebas bnget
Warna: suka sesuai dengan yg aku pesan
Desain: bagus",Positive
n*****a,"Kualitas Suara: bagus suaranya bass
Warna: lucu warna pink
Desain: lucu banget
Semoga bertahan lama baru pertama kali beli baseus semoga awet sampai bertahun-tahun",Positive
y*****y,"Kualitas Suara: bass bagus
Warna: hitam
Desain: seperti biasaa
packing sabgat aman dan rapi yaaa. paket blm di coba tapi biasanya kalo baseus ini kualitasnya oke punya",Positive
c*****a,"Kualitas Suara: manteppp pol bassnya 🫵🏻
Warna: lucukkk pink pinkk
Desain: kecill imoeettt tidak memakan tempat, enak di bawa kemana mana sukakkk 🤏🏻",Positive
p*****a,"Kualitas Suara: pas
Warna: cute
Desain: simple
Sorry baru ku review, soalnya mau nguji dulu barangnya. Dan sejauh ini aman-aman aj.",Positive
v*****r,"Kualitas Suara: Jernih
Warna: Pink
Desain: Lucu
Suaranya bagusss tapi kalau untuk telponan kurang mantap karena masih dengung",Positive
,"Kualitas Suara: sangat jernih dan bagus
Warna: sesuai dengan ekpektasi
Desain: lucu bagus dan menarik",Positive
d*****a,"Kualitas Suara: bagus jernih tapi tdk yg ngebass sekali
Warna: sesuai pesanan
Desain: slim
Cuman knpa ya setiap pindah aplikasi berhenti terus kalo mau dgr lagu , jdi tdk maksimal agak sedikit kecewa",Neutral
s*****6,"Kualitas Suara: baik
Warna: menarik lucu
Desain: simple imut elegan
Barang datang sesuai ekspektasi dan lengkap",Positive
l*****o,"Kualitas Suara: bagus
Warna: bagus
Desain: unik
kualitasnya bagus dan sampai dgn selamat, terima kasih",Positive
n*****_,"Kualitas Suara: jerniss
Warna: sesuai dengan ekspektasi
Desain: minimalis
suka sekali dengan earphonenya nyaman digunakan kuga",Positive
p*****n,"Kualitas Suara: Bagus dan bass cukup
Warna: Hitam
Desain: Stylish minimalia mengotak
Suara bagus sesuai ekspektasi harga. Mic juga cukup oke minimal untuk telpon sama rapat",Positive
,"Kualitas Suara: mantap sesuai
Warna: sesuai pesanan
Desain: bagis
Kualitas barang bagus , sesuai dengan harga, respon baik, pengiriman sesuai estimasi , packing aman. Terimakasih...",Positive
e*****i,"Kualitas Suara: jernih
Warna: hitam
Desain: simple
Bagus suara jernih dan worth it utk dibeli, pas banget dapet diskon jadi harganya murah🫶🏻",Positive
n*****h,"Kualitas Suara: jernih dan bagus
Warna: matte dan baguss
Desain: simpel dan praktis tapi tetap bagus",Positive
j*****l,"Kualitas Suara: bass-nya mantab
Warna: soft blue gemass
Desain: compact but kerenn
suka bangett, semoga awet",Positive
a*****a,"Kualitas Suara: jelas
Warna: biru cantikkk
Desain: simple menarik
suara bagus, sesuai ekspektasi 🩵",Positive
,"Kualitas Suara: baik
Warna: hitam, kalem
Desain: simpel
Kali ke 2 beli tws baseus16, yg pertama awet beli udh lama, mknya beli lg buat adiks, smga yg ini awet jugaa, tp dr tampilannya sma modelny aga beda sma yg dlu sy beli, mungkin di upgrade lg kali yaa.",Positive
p*****h,"Kualitas Suara: jernih sekali
Warna: putih
Desain: lucu
Cs nya responsif, ada kendala langsung ditanggapi
terimakasih next order lg",Positive
f*****m,"Kualitas Suara: bagus
Warna: sesuai
Desain: cute
Semoga awet yaa warna lucu, suara lumayan lah ya…. Terimakasih seller. Semoga kedepannya semakin sukses.",Positive
,"Kualitas Suara: belum coba tapi semoga bagus
Warna: lucu warna pastel
Desain: keren",Positive
,"Kualitas Suara: jernih
Warna: lucuuu
Dari jaman sekolah pingin beli baseus tapi uangnya belum cukup, akhirnya bisa kebeli jugak",Positive
d*****y,"Ga espek bagus woii , suaranya juga oke bgt dengan harga yg terbilang ga mahal . Worth it to buy . Semoga awet yaa . Thankyou seller",Positive
,"Kualitas Suara: jernih dn bass nya lumayan enak
Warna: biru pastel
Desain: simpel
Okee lah dn murah juga",Positive
,"Kualitas Suara: bass nya biasa aja
Warna: lucu banget pink nya
Desain: lucukkk
bagus sih gak bikin sakit di telinga pas dipake, semoga awet!!",Positive
i*****k,"Kualitas Suara: jernih
Warna: hitam
Desain: cantik
Produk dikirim sesuai pesanan
Pengemasan aman
Pengiriman cepat
Harga bersaing
Produk diterima dalam keadaan baik
Tanpa kekurangan 
Terima kasih ya",Positive
,"Kualitas Suara: jernih
Warna: keren abis
Desain: simple elegan
Barang nya keren, gak nyesel pokok nya.. topppp",Positive
,"Kualitas Suara: bass menurut saya kurang lalu jika memakai tws ini di tmpt yg ramai perlu volume tinggi agar kedengeran suaranya jdi ga noise canceling tpi ya sepadan lah ya untuk harga segini
Warna: pink, sesuai dengan pesanan
Desain: kecil, minimalist, enak dibawa kemana mana
baterai awet, pakai dri pagi smpe sore msih bisa nyala",Positive
a*****a,"warnanya lucu banget, suaranya juga pas di aku. so far recommended banget buat di coba. udah langganan banget pake airbuds dari merk baseus pasti awet bngt",Positive
p*****a,"Kualitas Suara: jelas
Warna: hitam
Desain: simpel
Bismillah, semoga awet sampe 7tahun yaaa... amin
Makasi sudah proses dan sampe dengan cepat.",Positive
,"Kualitas Suara: bassnya sesuai harga ,seperti itulah
Warna: warna bagus dan menarik kereen
Desain: kotak persegi ,kesannya mahal
overall oke dan keren",Positive
,"Kualitas Suara: bass nya enak suaranya jernih
Warna: lucu banget pink
Desain: bagus sih asli",Positive
m*****a,"Kualitas Suara: jernih
Warna: sesuai gambar
Desain: manis
Gak buat sakit kuping, batre nya juga lumayan awet",Positive
,"Sepadan dengan Harga: Worth it
Warnanya suka banget, ringan dibawa kemana2. Penggunaan mudah, Semoga awet.",Positive
n*****a,"Kualitas Suara: jernih
Warna: pink lucuuu
Desain: baguss
Suaranya mantap, gampang connect juga. Lucu banget dikasih stiker kaya giniii",Positive
n*****a,"Kualitas Suara: yang sebelah kiri mesinnya berdenging seperti suara nyamuk
Warna: bagus
Desain: bagus
bagus cuma lebih diperhatikan bagian suara mesinnya kalau pas sunyi banget kerasa nyaring berdengingnya di kuping jadi agak menggangu",Neutral
r*****7,"Kualitas Suara: okee banget
Warna: lucukk warna soft bluee
Desain: minimalis
Batrenya awet banget",Positive
,"Kualitas Suara: bagus
Warna: pink
Desain: menarik
Alhamdulillah paket diterima dengan baik kwalitas bagus",Positive
,"Kualitas Suara: baguss bangett bnr"" respon nya gercep bgtt pas aku minta kirim cpt krna mau pindah rumahh aaaa thk u mimin 🫶🏻🫶🏻",Positive
,"Kualitas Suara: bagus
Warna: birunya soft
Desain: bagus simpel
Kualitas suaranya bagus, mantap",Positive
,"Kualitas Suara: lumayan jernih
Warna: warna sesuai ekspektasi
Desain: lucu dan menarik
Produk sesuai dengan pesanan... Suara cukup jernih, design simple tapi lucu... Suka... Terima kasih seller...",Positive
d*****.,"Kualitas Suara: bagus
Warna: soft blue
Desain: lucu
desainnya kecil dan lucu jadi gampang dibawa kemana"", warnanya cantik, suaranya jernih tapi terkadang hilang"", but so far its good😍",Positive
m*****0,"Kualitas Suara: jernih
Warna: suka pink warna nya bagud
Desain: keren
Beli pink cantik",Positive
a*****3,"Kualitas Suara: suaranya bagus
Warna: warna sesuai permintaan
Desain: desain menarik dan inovatif",Positive
a*****l,"Warna: cutie pink
Real pict, kemasan rapi, pengiriman cepat, berfungsi sesuai deskripsi",Negative
b*****1,"Kualitas Suara: belum di coba sih
Warna: bagus merah muda nya
Desain: standart pada kayak yg lain
Belum di coba tapi se pengalaman beli di baseus bagus semua tapi kadang ada device yg ga ada di Apk nya sendiri",Neutral
t*****t,"Kualitas Suara: jernih,memuaskaannnnnn
Warna: lucuuuuuuu
Desain: elegannn
pengiriman nya jg cepettt,aman bgtt,smga awett yaa,makasiiii banyaakkkkkkk,suka bangeeeeeetttttt🌷🌷🌷",Positive
,"Bagus baget warna nya cantik, suaranya juga jernih sih semoga awet pemakaiannya, dari desainnya gemoy banget lucu",Positive
n*****h,"Kualitas Suara: belum dicoba sih semoga bagus
Warna: warna putih
Desain: desain menarik
barang sudah sampaii",Positive
n*****i,"Kualitas Suara: bagus suaranya
Warna: suka warna hitam
Desain: keren
suaranya jernih tapi kadang delay",Positive
d*****n,"Kualitas Suara: oke banget
Warna: white
Desain: bagus
Dapat harga waktu promo, bagus dan batrai awet banget😍😍",Positive
i*****4,"Kualitas Suara: suara jernih dan jelas
Warna: elegan dan menarik
Desain: cantik dan simpel",Positive
p*****i,"Kualitas Suara: baik
Warna: pink
Desain: cantik
Kualitas produk baik, warna pink soft seuai",Positive
c*****0,"Kualitas Suara: jernih bass-nya lumayan, d coba d sarankan charge dlu baru coba
Warna: warna menarik sebelumnya warna biru skrg pengen hitam
Desain: desain versi upgrade lebih gede lebih bagus
pembelian ke 2x pemakaian sekitar 2 tahun kurang lebih smpai skrg masih awet tpi kendala hilang stengah jadi beli lagi wkwk kebetulan udah update versi nya 😂 baterainya awet, yg biru dulu udah jatuh bbrp kali tpi awet 🫢  recommended bgt ini!! no apa2 ini murni pemakaian sendiri hehe",Positive
a*****8,"Kualitas Suara: jernih
Warna: hitam
Desain: modern
I am so satisfied with this product
The sound is clear
Good product i think. Thank you",Positive
s*****1,"Kualitas Suara: jernih
Warna: sangat baguss
Desain: lucuuu
Headset yang sangat nyaman digunakan suara jernih baterai awet, makasi seller",Positive
,"Kualitas Suara: bagus bass nya lumayan
Warna: warna hitam doff
Desain: kekinian
recommend beli dsni",Positive
t*****k,"Kualitas Suara: jernih dan oke
Warna: lucuuuu
Desain: simpel dan aman untuk dibawa kmn aj",Positive
f*****i,"Kualitas Suara: jernih
Warna: sesuai, cuma ternyata birunya lebih soft jadi gampang kotor
Desain: lucu, compact banget buat dibawa²
Udah tes make seminggu, baterainya awet poll, dari beli baru ngecas sekali
Menurutku suaranya pas, pernah make yang suaranya kegedean udah disetel volume kecil tapi tetep bikin kuping sakit, pas make ini pas banget suaranya menurutku
Semogaa awet😍😍😍",Positive
m*****r,"Kualitas Suara: Ok
Warna: Sesuai
Desain: Oke
Barang sampai dengan selamat, smoga awet. Trimakasih seller, smoga ditingkatkan lagi pelayanan ya serta kualitasnya",Positive
,"Kualitas Suara: suaranya jernih saat mendengar musik
Warna: warna nya sesuai sma gambar
Desain: desain bagus",Positive
n*****8,"Kualitas Suara: basa bagus
Warna: pink
cantik bngt pinkk ada gratis stikernya jugaaa",Positive
d*****_,"Kualitas Suara: bagus mantap
Warna: lucu pol
Desain: imutt
pengiriman cepat barang selamat, baseus tdk pernah mengecewakan",Positive
a*****a,"Kualitas Suara: bersih jernih
Warna: menarik
Desain: simpel
Tray on dulu beberapa hari makannya baru kasih nilai awal nya oke tapi yg sebelah kiri baru bgt tadi malem suaranya mendadak mengecil sendiri tapi yg kanan aman aja",Positive
,"Kualitas Suara: jernih dan nyaman didengar
Warna: cantikkk pink
Desain: simple dan elegan
Dari semuanya udah oke, cuma kurang nyaman kalau agak make lama telinganya sakit, mungkin telingaku yang kekecilan atau gimana ya, tapi aku sukaaa apalagi baterainya awet banget!",Positive
f*****i,"kualitasnya bagus, suaranya jelas dan gampang connect, baterainya juga awet",Positive
,"Kualitas Suara: bassnya mantap
Warna: soft banget sangat sukak
Desain: kecil kecil cabe rawit",Positive
a*****r,"Kualitas Suara: Mantap pol
Gak nyesel beli iniiii, harga ga terlalu pricy tapi kualitas oke bgt. baterai juga awet parahhhh",Positive
r*****3,"Kualitas Suara: jelas
Warna: black mate
Desain: keren and simple
Thank you so much, barangnya sampe dengan selamat <3",Positive
t*****a,"Untuk desain lucuu gemess, warnanya jugaa bagus banget soft blue gituu. Tapi Headsetnya untuk telinga kecil kalau pakai kelamaan sakitt sihh. Jadi pakainya jgn lama², gak baik juga. Yang paling KURENG suaranya woii, volumenya udh full 100% tetep kecil suaranya 🥲, sebelumnya punya Headset non brand tapi suaranya malah lebih oke 🙂. Ini kalau di pakai di tempat yang rame, suaranya sangat sangat kecil sihh suaranya. Yaa karna desainnya yg lucu dan warna birunya bagus jdi aku kasih bintang 4 aja deh.",Positive
,"Kualitas Suara: bagus bas nya juga bagus
Warna: lucu banget pink
Desain: bagus imut cocok buat para kaum hawa",Positive
a*****a,"Good, suaranya oke dan ga besar2 bgt, nyaman di telinga, udah noise cancelling",Positive
_*****k,"Kualitas Suara: suara terdengar jelas
Warna: cantik dan lucu, ada hadiah stikernya juga
Desain: menarik, nyaman digunakan
Pengiriman cepat, Terima kasih",Positive
a*****4,"suka banget sama desain nya, warna nya lucu sesuai sama digambar, packaging nya aman banget, sampe nya jg lumayan cepet, suaranya jernihh😍",Positive
y*****w,"Kualitas Suara: lumayan
Warna: bagus
Desain: lucu
Udah hampir deg""an kok ha mau nyambung ke bluetooth ternyata colokan charger nya kudu di tempelin dulu di earbuds nya😭😂",Negative
,"Sehari sampe, bagus banget, dpt diskon krn co pas live.. Awal dtg yg kiri ga nyala, stlh chat admin hrs d cas dl 3 jam. Alhamdulillah bisa nyala semua, suara jernih. Semoga awet ya min",Positive
,"Kualitas Suara: bagus
Warna: bagus
Desain: menarik
bagus jernih, sempet susah tadi nga pair in nya karena baru pertama kali beli. tinggal beli case nya hihii",Positive
,"Kualitas Suara: puas
Warna: lucukk pinkyy
Desain: modern
bagus sesuai pesanan, beneran berguna, membantu sekali",Positive
j*****0,"Kualitas Suara: jernih bassnya Mantap
Warna: sesuai request
Desain: menarik bagus
Bagus semoga awet puas baseus oke",Positive
,"Warna: pinkeu
Desain: KERENN, lebih nyaman buat di bawa kemana²
Kualitas Suara: JERNIHH BGTTT
GA NYESEL BELINYAAA, BATRENYA JUGA AWET PLSS?? (=^ェ^=)",Positive
l*****d,"Oke, harga murah, kualitas bagus, lucu warna pink, dapet stiker stiker",Positive
a*****a,"Kualitas Suara: Sangat smooth
Warna: Pink Lucu
Desain: Elegan
Beli karna sudah coba punya kk yang bagus banget suaranya..makasi seller🥰",Positive
,"Kualitas Suara: bagus
Warna: hitam
Desain: lucu
ganti ke baseus ke sekian kalinya",Positive
,"Kualitas Suara: bagus
Warna: lucu
Desain: sticker bagus
Lucu banget pink pink gitu terus dapat sticker dan daya tahan baterai lama.",Positive
,"Kualitas Suara: suara jernih
Warna: warna sesuai putih bersih
Desain: menarik
suka sekali dengan hasil suara yang keluar, jernih. Ada harga ada kualitas",Positive
f*****a,"Kualitas Suara: bagus
Warna: bagus
Desain: lucu
Baguss batre lumayan awet, tapi pas jatuh suaranya udh kayak berubah gitu",Positive
